state,station_id,name,name_norm,address,suburb,postcode,lat,lng
NSW,1-EV73827,"AGL 168 Beach St, Coogee","agl 168 beach st, coogee","Opposite 168 Beach St, Coogee NSW 2034",COOGEE,2034,-33.924665,151.25738
NSW,1-EV73828,"AGL 17 Dulwich St, Dulwich Hill","agl 17 dulwich st, dulwich hill","17 Dulwich St, Dulwich Hill NSW 2203",DULWICH HILL,2203,-33.902439,151.14093
NSW,1-EV73829,"AGL 17 Grove St, Dulwich Hill","agl 17 grove st, dulwich hill","17 Grove St, Dulwich Hill NSW 2203",DULWICH HILL,2203,-33.90169,151.13928
NSW,1-EV73830,"AGL 17 Holmwood St, Newtown","agl 17 holmwood st, newtown","17 Holmwood St, Newtown NSW 2042",NEWTOWN,2042,-33.90411,151.17908
NSW,1-EV73831,"AGL 176 Beach St, Coogee","agl 176 beach st, coogee","176 Beach St, Coogee NSW 2034",COOGEE,2034,-33.924973,151.25731
NSW,1-EV73832,"AGL 176 Darling St, Balmain","agl 176 darling st, balmain","176 Darling St, Balmain NSW 2041",BALMAIN,2041,-33.858222,151.18703
NSW,1-EV73833,"AGL 180 Darling St, Balmain","agl 180 darling st, balmain","180 Darling St, Balmain NSW 2041",BALMAIN,2041,-33.858233,151.18678
NSW,1-EV73834,"AGL 2 Diamond Bay Rd, Vaucluse","agl 2 diamond bay rd, vaucluse","Opposite 2 Diamond Bay Rd, Vaucluse NSW 2030",VAUCLUSE,2030,-33.86120616,151.2786812
NSW,1-EV73835,"AGL 21-23 Corunna Rd, Stanmore","agl 21-23 corunna rd, stanmore","21-23 Corunna Rd, Stanmore NSW 2048",STANMORE,2048,-33.888629,151.17117
NSW,1-EV73836,"AGL 225 Darley Rd, Randwick","agl 225 darley rd, randwick","Opposite 225 Darley Rd, Randwick NSW 2031",RANDWICK,2031,-33.903408,151.24908
NSW,1-EV73837,"AGL 24 Annandale St, Annandale","agl 24 annandale st, annandale","24 Annandale St, Annandale NSW 2038",ANNANDALE,2038,-33.886612,151.1668
NSW,1-EV73838,"AGL 25 Llandaff St, Bondi Junction","agl 25 llandaff st, bondi junction","25 Llandaff St, Bondi Junction NSW 2022",BONDI JUNCTION,2022,-33.89351,151.25239
NSW,1-EV73839,"AGL 26 Nelson St, Annandale","agl 26 nelson st, annandale","26 Nelson St, Annandale NSW 2038",ANNANDALE,2038,-33.886332,151.17173
NSW,1-EV73840,"AGL 266 Johnston St, Annandale","agl 266 johnston st, annandale","266 Johnston St, Annandale NSW 2038",ANNANDALE,2038,-33.874917,151.17353
NSW,1-EV73841,"AGL 270 Johnston St, Annandale","agl 270 johnston st, annandale","270 Johnston St, Annandale NSW 2038",ANNANDALE,2038,-33.874666,151.17364
NSW,1-EV73842,"AGL 272 Johnston St, Annandale","agl 272 johnston st, annandale","272 Johnston St, Annandale NSW 2038",ANNANDALE,2038,-33.874561,151.17369
NSW,1-EV73843,"AGL 276 Birrell St, Bondi","agl 276 birrell st, bondi","276 Birrell St, Bondi NSW 2026",BONDI,2026,-33.897271,151.26057
NSW,1-EV73844,"AGL 2A Liverpool St, Rose Bay","agl 2a liverpool st, rose bay","2A Liverpool St, Rose Bay NSW 2029",ROSE BAY,2029,-33.875197,151.2729
NSW,1-EV73845,"AGL 3 William St, Randwick","agl 3 william st, randwick","3 William St, Randwick NSW 2031",RANDWICK,2031,-33.907292,151.23462
NSW,1-EV73846,"AGL 31 Diamond Bay Rd, Vaucluse","agl 31 diamond bay rd, vaucluse","31 Diamond Bay Rd, Vaucluse NSW 2030",VAUCLUSE,2030,-33.861281,151.28099
NSW,1-EV73847,"AGL 31 DuxfoRd, St, Paddington","agl 31 duxford, st, paddington","31 DuxfoRd, St, Paddington NSW 2021",PADDINGTON,2021,-33.883118,151.22891
NSW,1-EV73848,"AGL 31 Mallett St, Camperdown","agl 31 mallett st, camperdown","31 Mallett St, Camperdown NSW 2050",CAMPERDOWN,2050,-33.887383,151.17672
NSW,1-EV73849,"AGL 32 Belmore St, Enmore","agl 32 belmore st, enmore","32 Belmore St, Enmore NSW 2042",ENMORE,2042,-33.89817,151.17249
NSW,1-EV73850,"AGL 32 Liverpool St, Rose Bay","agl 32 liverpool st, rose bay","32 Liverpool St, Rose Bay NSW 2029",ROSE BAY,2029,-33.875483,151.27491
NSW,1-EV73851,"AGL 326 Birrell St, Bondi","agl 326 birrell st, bondi","326 Birrell St, Bondi NSW 2026",BONDI,2026,-33.89795,151.26459
NSW,1-EV73852,"AGL 34 Chandos St, Ashfield","agl 34 chandos st, ashfield","34 Chandos St, Ashfield NSW 2131",ASHFIELD,2131,-33.883796,151.12889
NSW,1-EV73853,"AGL 34 Spencer St, Rose Bay","agl 34 spencer st, rose bay","34 Spencer St, Rose Bay NSW 2029",ROSE BAY,2029,-33.869938,151.27489
NSW,1-EV73854,"AGL 35 Diamond Bay Rd, Vaucluse","agl 35 diamond bay rd, vaucluse","35 Diamond Bay Rd, Vaucluse NSW 2030",VAUCLUSE,2030,-33.861208,151.28059
NSW,1-EV73855,"AGL 35 Holmwood St, Newtown","agl 35 holmwood st, newtown","35 Holmwood St, Newtown NSW 2042",NEWTOWN,2042,-33.904259,151.17864
NSW,1-EV73856,"AGL 35 Metropolitan Rd, Enmore","agl 35 metropolitan rd, enmore","35 Metropolitan Rd, Enmore NSW 2042",ENMORE,2042,-33.90054,151.17236
NSW,1-EV73857,"AGL 39 Dulwich St, Dulwich Hill","agl 39 dulwich st, dulwich hill","39 Dulwich St, Dulwich Hill NSW 2203",DULWICH HILL,2203,-33.902889,151.14178
NSW,1-EV73858,"AGL 396 Mowbray Rd W, Lane Cove North","agl 396 mowbray rd w, lane cove north","396 Mowbray Rd W, Lane Cove North NSW 2066",LANE COVE NORTH,2066,-33.806307,151.17585
NSW,1-EV73859,"AGL 402 Mowbray Rd W, Lane Cove North","agl 402 mowbray rd w, lane cove north","402 Mowbray Rd W, Lane Cove North NSW 2066",LANE COVE NORTH,2066,-33.806571,151.17508
NSW,1-EV73860,"AGL 46-48 Mallett St, Camperdown","agl 46-48 mallett st, camperdown","Opposite 46-48 Mallett St, Camperdown NSW 2050",CAMPERDOWN,2050,-33.887912,151.17695
NSW,1-EV73861,"AGL 49 Llandaff St, Bondi Junction","agl 49 llandaff st, bondi junction","49 Llandaff St, Bondi Junction NSW 2022",BONDI JUNCTION,2022,-33.893644,151.2533
NSW,1-EV73862,"AGL 5 Grove St, Dulwich Hill","agl 5 grove st, dulwich hill","5 Grove St, Dulwich Hill NSW 2203",DULWICH HILL,2203,-33.901307,151.1396
NSW,1-EV73863,"AGL 50 Chandos St, Ashfield","agl 50 chandos st, ashfield","50 Chandos St, Ashfield NSW 2131",ASHFIELD,2131,-33.883114,151.13057
NSW,1-EV73864,"AGL 50 Nelson St, Annandale","agl 50 nelson st, annandale","50 Nelson St, Annandale NSW 2038",ANNANDALE,2038,-33.885253,151.17223
NSW,1-EV73865,"AGL 52 Dudley St, Coogee","agl 52 dudley st, coogee","52 Dudley St, Coogee NSW 2034",COOGEE,2034,-33.924189,151.25163
NSW,1-EV73866,"AGL 52 Spencer St, Rose Bay","agl 52 spencer st, rose bay","52 Spencer St, Rose Bay NSW 2029",ROSE BAY,2029,-33.869007,151.2754
NSW,1-EV73867,"AGL 59 Holmwood St, Newtown","agl 59 holmwood st, newtown","59 Holmwood St, Newtown NSW 2042",NEWTOWN,2042,-33.904523,151.17785
NSW,1-EV73868,"AGL 59 Metropolitan Rd, Enmore","agl 59 metropolitan rd, enmore","59 Metropolitan Rd, Enmore NSW 2042",ENMORE,2042,-33.901175,151.17257
NSW,1-EV73869,"AGL 59 Windsor St, Paddington","agl 59 windsor st, paddington","59 Windsor St, Paddington NSW 2021",PADDINGTON,2021,-33.885101,151.23344
NSW,1-EV73870,"AGL 626 Mowbray Rd W, Lane Cove North","agl 626 mowbray rd w, lane cove north","626 Mowbray Rd W, Lane Cove North NSW 2066",LANE COVE NORTH,2066,-33.804676,151.156
NSW,1-EV73871,"AGL 642 Mowbray Rd W, Lane Cove North","agl 642 mowbray rd w, lane cove north","642 Mowbray Rd W, Lane Cove North NSW 2066",LANE COVE NORTH,2066,-33.804553,151.1552
NSW,1-EV73872,"AGL 66 Mill Hill Rd, Bondi Junction","agl 66 mill hill rd, bondi junction","66 Mill Hill Rd, Bondi Junction NSW 2022",BONDI JUNCTION,2022,-33.892692,151.244
NSW,1-EV73873,"AGL 7 Holmwood St, Newtown","agl 7 holmwood st, newtown","7 Holmwood St, Newtown NSW 2042",NEWTOWN,2042,-33.904008,151.17938
NSW,1-EV73874,"AGL 75 Corunna Rd, Stanmore","agl 75 corunna rd, stanmore","75 Corunna Rd, Stanmore NSW 2048",STANMORE,2048,-33.888842,151.16854
NSW,1-EV73875,"AGL 79 Darley Rd, Randwick","agl 79 darley rd, randwick","On Evan St, Adjacent 79 Darley Rd, Randwick NSW 2031",RANDWICK,2031,-33.90356151,151.2384945
NSW,1-EV73876,"AGL 8 Belmore St, Enmore","agl 8 belmore st, enmore","8 Belmore St, Enmore NSW 2042",ENMORE,2042,-33.898101,151.17308
NSW,1-EV73877,"AGL 90 Rowntree St, Birchgrove","agl 90 rowntree st, birchgrove","90 Rowntree St, Birchgrove NSW 2041",BIRCHGROVE,2041,-33.853503,151.18034
NSW,1-EV73878,"AGL 91 Annandale St, Annandale","agl 91 annandale st, annandale","91 Annandale St, Annandale NSW 2038",ANNANDALE,2038,-33.882982,151.16848
NSW,1-EV73879,"AGL 93 Metropolitan Rd, Enmore","agl 93 metropolitan rd, enmore","93 Metropolitan Rd, Enmore NSW 2042",ENMORE,2042,-33.902037,151.17287
NSW,1-EV73880,"AGL 94 Mallett St, Camperdown","agl 94 mallett st, camperdown","Opposite 94 Mallett St, Camperdown NSW 2050",CAMPERDOWN,2050,-33.889085,151.17744
NSW,1-EV73881,"AGL 96A Dudley St, Coogee","agl 96a dudley st, coogee","96A Dudley St, Coogee NSW 2034",COOGEE,2034,-33.924774,151.2555
NSW,1-EV73882,"AGL 98 Rowntree St, Birchgrove","agl 98 rowntree st, birchgrove","98 Rowntree St, Birchgrove NSW 2041",BIRCHGROVE,2041,-33.85326,151.18076
NSW,1-GN9E-0,Coles Express Coffs Harbour,coles express coffs harbour,"208-212 Pacific Hwy North, Coffs Harbour NSW 2450",COFFS HARBOUR,2450,-30.286083,153.124146
NSW,1-GN9E-1,Shell Reddy  Express Glendale,shell reddy express glendale,"593 Main Rd, Glendale NSW 2285",GLENDALE,2285,-32.927065,151.637938
NSW,1-GN9E-10,Coles Express Oyster Bay,coles express oyster bay,"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",OYSTER BAY,2225,-34.00934,151.07548
NSW,1-GN9E-100,Shell Reddy Express Tamworth,shell reddy express tamworth,"251-253 Goonoo Goonoo Rd, Tamworth NSW 2340",TAMWORTH,2340,-31.111899,150.922823
NSW,1-GN9E-101,Shell Reddy Express Bulli,shell reddy express bulli,"279-287 Princes Highway, Bulli NSW 2516",BULLI,2516,-34.336559,150.912153
NSW,1-GN9E-102,Shell Reddy Express Mudgee,shell reddy express mudgee,"47 Church St (Cnr Mortimer St), Mudgee NSW 2850",MUDGEE,2850,-32.593538,149.588282
NSW,1-GN9E-103,Coles Express Tamworth West,coles express tamworth west,"147-149 Bridge St, Tamworth West NSW 2340",TAMWORTH WEST,2340,-31.094987,150.911999
NSW,1-GN9E-106,Shell Reddy Express Port Macquarie,shell reddy express port macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",PORT MACQUARIE,2444,-31.434366,152.904685
NSW,1-GN9E-108,Shell Reddy Express Lansvale,shell reddy express lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",CANLEY VALE,2166,-33.893006,150.960593
NSW,1-GN9E-109,Coles Express Wyalong,coles express wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",WYALONG,2671,-33.925413,147.256084
NSW,1-GN9E-11,Shell Reddy Express  Taren Point,shell reddy express taren point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",MIRANDA,2228,-34.026377,151.120108
NSW,1-GN9E-110,BP Cronulla,bp cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",CRONULLA,2230,-34.050956,151.150759
NSW,1-GN9E-111,BP Eagle Vale,bp eagle vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",EAGLE VALE,2558,-34.031183,150.816282
NSW,1-GN9E-112,BP Glendenning,bp glendenning,"646 Richmond Rd, Glendenning NSW 2761",GLENDENNING,2761,-33.73762,150.853221
NSW,1-GN9E-113,Shell Reddy Express St Clair,shell reddy express st clair,"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",ST CLAIR,2759,-33.788333,150.771411
NSW,1-GN9E-114,Shell Reddy  Express Singleton (Nsw),shell reddy express singleton (nsw),"69-73 George St, Singleton NSW 2330",SINGLETON,2330,-32.5629,151.175536
NSW,1-GN9E-115,Coles Express Emerald Beach,coles express emerald beach,"1140-1140A Solitary Islands Way, Emerald Beach NSW 2456",EMERALD BEACH,1140,-30.16434,153.18148
NSW,1-GN9E-116,Shell Reddy Express Eastern Creek,shell reddy express eastern creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",EASTERN CREEK,2766,-33.792159,150.871489
NSW,1-GN9E-117,Shell Reddy  Express Gorokan,shell reddy express gorokan,"67 Wallarah Rd (Cnr Edith St), Gorokan NSW 2263",GOROKAN,2263,-33.25654,151.507969
NSW,1-GN9E-118,Shell Reddy  Express Lake Munmorah,shell reddy express lake munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",DOYALSON NORTH,2259,-33.186301,151.548878
NSW,1-GN9E-119,Shell Reddy  Express Woy Woy,shell reddy express woy woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",WOY WOY,2256,-33.493905,151.320693
NSW,1-GN9E-120,Coles Express Gilgandra,coles express gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",GILGANDRA,2827,-31.703093,148.678759
NSW,1-GN9E-121,Shell Reddy  Express Erina,shell reddy express erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",ERINA,2250,-33.435578,151.385108
NSW,1-GN9E-123,Shell Reddy Express Mittagong,shell reddy express mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",MITTAGONG,2575,-34.439,150.471869
NSW,1-GN9E-124,Shell Reddy Express West Dubbo,shell reddy express west dubbo,"Whylandra St & Victoria St, Dubbo NSW 2830",DUBBO,2830,-32.247549,148.593317
NSW,1-GN9E-127,Coles Express Wauchope,coles express wauchope,"64 High Street, Wauchope NSW 2446",WAUCHOPE,2446,-31.457565,152.731699
NSW,1-GN9E-128,Shell Reddy Express Chatswood,shell reddy express chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",CHATSWOOD,2067,-33.791717,151.180472
NSW,1-GN9E-129,Shell Reddy Express Parklea,shell reddy express parklea,"484 Sunnyholt Road, Parklea NSW 2768",PARKLEA,2768,-33.729297,150.921811
NSW,1-GN9E-13,Shell Reddy Express Brighton-Le-Sands,shell reddy express brighton-le-sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",SANDS,2216,-33.957809,151.15748
NSW,1-GN9E-130,Shell Reddy Express Toronto,shell reddy express toronto,"133-137 Cary St, Toronto NSW 2283",TORONTO,2283,-33.011721,151.593151
NSW,1-GN9E-132,Coles Express Sutton Forest,coles express sutton forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",SUTTON FOREST,2577,-34.607743,150.228156
NSW,1-GN9E-133,Shell Reddy Express Oak Flats,shell reddy express oak flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",OAK FLATS,2529,-34.563166,150.831516
NSW,1-GN9E-134,Shell Reddy  Express Kincumber,shell reddy express kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",KINCUMBER,2251,-33.467789,151.383804
NSW,1-GN9E-135,Shell Reddy Express Sutton Forest,shell reddy express sutton forest,"13124 Hume Highway, Sutton Forest NSW 2577",SUTTON FOREST,2577,-34.607616,150.227232
NSW,1-GN9E-136,Shell Reddy Express Wetherill Park Elizabeth,shell reddy express wetherill park elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",WETHERILL PARK,2164,-33.845806,150.899637
NSW,1-GN9E-137,Shell Reddy Express Berkshire Park,shell reddy express berkshire park,"746-752 Richmond Road, Berkshire Park NSW 2765",BERKSHIRE PARK,2765,-33.664575,150.799764
NSW,1-GN9E-138,Shell Reddy Express Enfield,shell reddy express enfield,"630-634 Liverpool Road, Strathfield South NSW 2136",STRATHFIELD SOUTH,2136,-33.88688,151.071135
NSW,1-GN9E-139,Shell Reddy  Express Merewether,shell reddy express merewether,"87 Llewellyn St (Cnr Glebe Rd), Merewether NSW 2291",MEREWETHER,2291,-32.938146,151.749567
NSW,1-GN9E-14,Coles Express Carlton,coles express carlton,"277-281 Princes Highway, Carlton NSW 2218",CARLTON,2218,-33.974858,151.127273
NSW,1-GN9E-140,Shell Reddy Express Dural,shell reddy express dural,"592-596 Old Northern Rd, Dural NSW 2158",DURAL,2158,-33.694281,151.031261
NSW,1-GN9E-141,Coles Express Cabramatta,coles express cabramatta,"218 John St (Cnr Cumberland Hwy), Cabramatta NSW 2166",CABRAMATTA,2166,-33.893375,150.922094
NSW,1-GN9E-142,Shell Reddy  Express Camden,shell reddy express camden,"273 Old Hume Highway, Camden NSW 2570",CAMDEN,2570,-34.086627,150.694551
NSW,1-GN9E-143,Coles Express Five Dock,coles express five dock,"213-253 Parramatta Rd & Walker St, Five Dock NSW 2046",FIVE DOCK,2046,-33.870106,151.115104
NSW,1-GN9E-144,Shell Reddy  Express Marsfield,shell reddy express marsfield,"189 Epping Rd & Culloden Rd, Marsfield NSW 2122",MARSFIELD,2122,-33.775212,151.105289
NSW,1-GN9E-145,Shell Reddy  Express Deniliquin North,shell reddy express deniliquin north,"336 Victoria Street, Deniliquin NSW 2710",DENILIQUIN,2710,-35.523731,144.980729
NSW,1-GN9E-146,Shell Reddy  Express Cessnock,shell reddy express cessnock,"183 Vincent St, Cessnock NSW 2325",CESSNOCK,2325,-32.838322,151.355439
NSW,1-GN9E-147,Shell Reddy Express Guildford,shell reddy express guildford,"295 Woodville Rd, Guildford NSW 2161",GUILDFORD,2161,-33.850752,150.996951
NSW,1-GN9E-148,Shell Reddy  Express Inverell,shell reddy express inverell,"176 Otho St, Inverell NSW 2360",INVERELL,2360,-29.778219,151.115549
NSW,1-GN9E-149,Shell Reddy  Express Tocumwal,shell reddy express tocumwal,"Dean & Hill Streets, Tocumwal NSW 2714",TOCUMWAL,2714,-35.808364,145.559605
NSW,1-GN9E-15,Shell Reddy  Express South Hurstville,shell reddy express south hurstville,"835 King Georges Road, South Hurstville NSW 2221",SOUTH HURSTVILLE,2221,-33.978745,151.105526
NSW,1-GN9E-150,Shell Reddy Express Ramsgate,shell reddy express ramsgate,"274-276 Grand Parade (Cnr Ramsgate Rd), Ramsgate NSW 2217",RAMSGATE,2217,-33.985745,151.147385
NSW,1-GN9E-151,Shell Reddy Express Lawson,shell reddy express lawson,"311 Great Western Highway, Lawson NSW 2783",LAWSON,2783,-33.721927,150.426038
NSW,1-GN9E-152,Coles Express Ultimo,coles express ultimo,"387 427 Wattle St, ULTIMO NSW 2007",ULTIMO,2007,-33.881355,151.196904
NSW,1-GN9E-153,Shell Reddy Express Ryde,shell reddy express ryde,"45 Lane Cove Rd & Myra Ave, Ryde NSW 2112",RYDE,2112,-33.807231,151.109825
NSW,1-GN9E-154,Shell Reddy Express Hornsby,shell reddy express hornsby,"194-206 Pacific Hwy, Hornsby NSW 2077",HORNSBY,2077,-33.7072,151.099147
NSW,1-GN9E-155,Shell Reddy Express Narrandera,shell reddy express narrandera,"113 AUDLEY ST, NARRANDERA NSW 2700",NARRANDERA,2700,-34.74745728,146.55005123
NSW,1-GN9E-156,Shell Reddy Express Bass Hill,shell reddy express bass hill,"884-888 Hume Hwy (Cnr Strickland St), Bass Hill NSW 2197",BASS HILL,2197,-33.89964,150.997487
NSW,1-GN9E-157,Shell Reddy  Express Belmont Maude (Nsw),shell reddy express belmont maude (nsw),"504 Pacific Hwy (Cnr Maude St), Belmont NSW 2280",BELMONT,2280,-33.03322,151.660617
NSW,1-GN9E-158,Shell Reddy  Express Tumut,shell reddy express tumut,"168-170 Snowy Mountains Hwy, Tumut NSW 2720",TUMUT,2720,-35.302559,148.202254
NSW,1-GN9E-159,Shell Reddy Express Wollongong West,shell reddy express wollongong west,"434 Crown St, Wollongong West NSW 2500",WOLLONGONG WEST,2500,-34.425147,150.873512
NSW,1-GN9E-16,Shell Reddy Express Drummoyne,shell reddy express drummoyne,"38-46 Victoria Rd, Drummoyne NSW 2047",DRUMMOYNE,2047,-33.855759,151.159307
NSW,1-GN9E-160,Shell Reddy Express Yallah,shell reddy express yallah,"1 Macquarie Place Haywards Bay, Yallah NSW 2530",YALLAH,2530,-34.541247,150.785615
NSW,1-GN9E-162,Shell Reddy Express Moss Vale,shell reddy express moss vale,"571 Argyle St (Cnr Yarrawa Rd), Moss Vale NSW 2577",MOSS VALE,2577,-34.553424,150.364548
NSW,1-GN9E-163,Shell Reddy Express Smithfield,shell reddy express smithfield,"678 The Horsley Drv (Cnr Cumberland Hwy), Smithfield NSW 2164",SMITHFIELD,2164,-33.85369,150.940106
NSW,1-GN9E-164,7-Eleven Artarmon,7-eleven artarmon,"477 Pacific Highway, Artarmon NSW 2064",ARTARMON,2064,-33.810521,151.177429
NSW,1-GN9E-165,7-Eleven Kincumber,7-eleven kincumber,"28 - 30 Avoca Drive, Kincumber NSW 2251",KINCUMBER,2251,-33.467858,151.38063
NSW,1-GN9E-166,7-Eleven Fairfield,7-eleven fairfield,"320 Polding St, FAIRFIELD WEST NSW 2165",FAIRFIELD WEST,2165,-33.8594672,150.922616
NSW,1-GN9E-167,Shell Reddy  Express Berowra,shell reddy express berowra,"955 Pacific Highway (Cnr Yallambee Rd), Berowra NSW 2081",BEROWRA,2081,-33.627973,151.147917
NSW,1-GN9E-168,Shell Reddy  Express Ourimbah,shell reddy express ourimbah,"78 Pacific Highway (Cnr Burns Rd), Ourimbah NSW 2258",OURIMBAH,2258,-33.346821,151.370975
NSW,1-GN9E-169,Coles Express Coonabarabran,coles express coonabarabran,"2-6 Johns St, Coonabarabran NSW 2357",COONABARABRAN,2357,-31.277055,149.278375
NSW,1-GN9E-171,Shell Reddy Express Faulconbridge,shell reddy express faulconbridge,"575-581 Great Western Highway, Faulconbridge NSW 2776",FAULCONBRIDGE,2776,-33.694145,150.537347
NSW,1-GN9E-172,Shell Reddy Express Motto Farm,shell reddy express motto farm,"2137 Pacific Highway, Heatherbrae NSW 2324",HEATHERBRAE,2137,-32.798345,151.717716
NSW,1-GN9E-173,Shell Reddy  Express Bulahdelah,shell reddy express bulahdelah,"42 Bulahdelah Way, Bulahdelah NSW 2423",BULAHDELAH,2423,-32.409505,152.211347
NSW,1-GN9E-175,Shell Reddy  Express Halfway Creek,shell reddy express halfway creek,"4974 Pacific Highway (Cnr Lemon Tree Rd), Halfway Creek NSW 2460",HALFWAY CREEK,4974,-29.934898,153.094274
NSW,1-GN9E-177,Coles Express Yagoona,coles express yagoona,"112 Rookwood (Cnr Brunker) Rds, Yagoona NSW 2199",YAGOONA,2199,-33.898673,151.037094
NSW,1-GN9E-179,Shell Reddy Express Wollongong,shell reddy express wollongong,"142-148 Corrimal St, Wollongong NSW 2500",WOLLONGONG,2500,-34.42874,150.898901
NSW,1-GN9E-18,Shell Reddy Express Bathurst,shell reddy express bathurst,"59 Durham Street, Bathurst NSW 2795",BATHURST,2795,-33.41649,149.58434
NSW,1-GN9E-180,Shell Reddy Express Griffith,shell reddy express griffith,"121 Banna Avenue, Griffith NSW 2680",GRIFFITH,2680,-34.288346,146.051293
NSW,1-GN9E-181,Shell Reddy Express Lithgow,shell reddy express lithgow,"Lot 1 Great Western Highway (Cnr Rydal Rd), South Bowenfels NSW 2790",SOUTH BOWENFELS,2790,-33.505897,150.123904
NSW,1-GN9E-182,Shell Reddy Express Kotara,shell reddy express kotara,"93 Park Avenue, Kotara NSW 2289",KOTARA,2289,-32.940904,151.708827
NSW,1-GN9E-183,Coles Express Moree,coles express moree,"Balo St & Gwydir St, Moree NSW 2400",MOREE,2400,-29.461111,149.842053
NSW,1-GN9E-184,Shell Reddy Express Goulburn,shell reddy express goulburn,"1-3 Sowerby St, Goulburn NSW 2580",GOULBURN,2580,-34.772916,149.691601
NSW,1-GN9E-187,Coles Express Taree,coles express taree,"59-63 Victoria Street, Taree NSW 2430",TAREE,2430,-31.910559,152.465144
NSW,1-GN9E-188,Shell Reddy  Express Wattle Grove,shell reddy express wattle grove,"115 Heathcote Rd, Wattle Grove NSW 2173",WATTLE GROVE,2173,-33.946408,150.946795
NSW,1-GN9E-189,Coles Express Bexley,coles express bexley,"306-312 Forest Road (Cnr Fredrick St), Bexley NSW 2205",BEXLEY,2205,-33.945714,151.128092
NSW,1-GN9E-190,Shell Reddy Express Tweed Heads South,shell reddy express tweed heads south,"71 Minjungbal Dr, Tweed Heads South NSW 2486",TWEED HEADS SOUTH,2486,-28.194588,153.541981
NSW,1-GN9E-191,Coles Express Hoxton Park,coles express hoxton park,"650-652 Hoxton Park Rd, Hoxton Park NSW 2171",HOXTON PARK,2171,-33.925298,150.849274
NSW,1-GN9E-192,Shell Reddy  Express Norwest Business Park,shell reddy express norwest business park,"4 Century Circuit, Baulkham Hills NSW 2153",BAULKHAM HILLS,2153,-33.733555,150.963518
NSW,1-GN9E-194,Shell Reddy Express Lismore,shell reddy express lismore,"100 Dawson & Magellan Sts, Lismore NSW 2480",LISMORE,2480,-28.811269,153.279937
NSW,1-GN9E-195,Coles Express Casino,coles express casino,"88 Centre St (Cnr Richmond St), Casino NSW 2470",CASINO,2470,-28.866373,153.045016
NSW,1-GN9E-196,Shell Reddy Express Tweed Heads,shell reddy express tweed heads,"34 Wharf St (Cnr Frances St), Tweed Heads NSW 2485",TWEED HEADS,2485,-28.173842,153.543136
NSW,1-GN9E-2,Shell Reddy  Express Alexandria,shell reddy express alexandria,"562-572 Botany Rd, Alexandria NSW 2015",ALEXANDRIA,2015,-33.915767,151.200134
NSW,1-GN9E-200,Shell Reddy Express Broken Hill,shell reddy express broken hill,"164 William Street, Broken Hill NSW 2880",BROKEN HILL,2880,-31.951488,141.453671
NSW,1-GN9E-201,BP Heatherbrae,bp heatherbrae,"2398 Pacific Highway, Heatherbrae NSW 2324",HEATHERBRAE,2398,-32.783298,151.737022
NSW,1-GN9E-202,BP Kellyville,bp kellyville,"19-21 Windsor Road, Kellyville NSW 2155",KELLYVILLE,2155,-33.712817,150.95903
NSW,1-GN9E-203,BP Kennedy Drive,bp kennedy drive,"Cnr Kennedy Dve & Ducat St, Tweed Heads NSW 2485",TWEED HEADS,2485,-28.18605,153.526203
NSW,1-GN9E-204,Shell Reddy  Express Gundagai Tuckerbox,shell reddy express gundagai tuckerbox,"Hume highway & Sheahan Bridge, GUNDAGAI NSW 2722",GUNDAGAI,2722,-35.003645,148.110711
NSW,1-GN9E-207,Shell Reddy Express Albury,shell reddy express albury,"465 Guinea St (Cnr David St), Albury NSW 2640",ALBURY,2640,-36.074822,146.921549
NSW,1-GN9E-208,Coles Express Lavington,coles express lavington,"575 Wagga Rd, Lavington NSW 2641",LAVINGTON,2641,-36.03665,146.963037
